,description,price
56981,Loacker/Corte Pavone is on a roll of late and is making some of the finest Brunello you will find. Organic farming practices have helped shape a truly tremendous wine with deep concentration and amazing intensity. The wine is rich and velvety and bursting with bright fruit nuances. Drink after 2015.,75.0
56982,"Le Chiuse has produced one of Montalcino's brightest stars with this Riserva 2004 (the base 2004 Brunello didn't impress us as nearly much). This is a delicious wine that you will enjoy on every level. The intensity and purity of the fruit and spice aromas are impressive and the mouthfeel is extra-plush and supple. Yet, those firm tannins give it the balance and structure it needs.",120.0
56990,"Owned by Roberto Bellini and Patrizia Mazzi, Podere Brizio delivers a beautiful Riserva that is generous with plump cherry nuances, dried currants, cedar wood, mesquite, cola, leather and a touch of sweet vanilla. The wine is extremely smooth and silky in the mouth yet it certainly does not lack structure or power.",
56995,"Soft, plush and modern, this is a superstar Brunello with all the qualities we love in this gorgeous category of wine. Made from organically farmed fruit, it offers amazing intensity and determination with aromas of spice, blackberry and currants. The texture is smooth and silky and the tannins offer a solid backbone.",55.0
56996,"Here's a meaty and ripe Brunello Riserva with aromas of mature fruit, leather, tar and smoked ham or bacon. The wine is plush and full with enormous intensity and persistency. It's also beautifully smooth in the mouth and although it already drinks well now, you could cellar it ten years or more.",95.0
56999,"Here's a dark, well-concentrated Brunello Riserva with notes of spice, chocolate, cola and dark cherry. There's great plumpness and succulence here with a smooth, round feel in the mouth. Pair this beautiful wine with important meat dishes or wild mushrooms: Drink after 2015.",
57010,This is an oak-driven Brunello with fresh notes of red fruit backed by spicy aromas of vanilla and clove. The wine exhibits dense extraction and concentration but also offers vibrant cherry flavors in the mouth.,45.0
57011,"Tenuta Greppone Mazzi presents a compelling Brunello with crisp notes of cherry, forest berry and cola. Ultimately, the nose is prettier than the mouthfeel, which is marked by tealeaf flavors and slightly astringent tannins.",
57018,"Corte Pavone delivers a very distinctive and sweet-smelling wine that exhibits notes of hazelnut, chestnut, allspice, nutmeg and ground ginger. The wine is definitely on the ripe and juicy side but it closes with thick density, long persistency and candied fruit flavors.",70.0
57019,"This is a bold bruiser of a wine with thick concentration and dense extraction of flavors and aromas. You'll recognize tones of spice, black cherry, blueberry, red currants, tealeaf and tobacco. The wine's texture is equally dense although it ends on a fresh, crisp note.",
57273,"Here's a beautiful Brunello that offers generous tones of black fruit, plum and cherry that are filled out at the back by solid notes of spice, cola, mesquite wood and cigar box. You'll love the natural density and intensity of this gorgeous wine from Tuscany with sweet tannins and smooth texture.",70.0
57274,"Here's an austere and sophisticated Brunello Riserva with beautifully integrated notes of spice, toast and cola that give backbone to brighter aromas of blackberry, cherry and plum. There's a very attractive intensity and smoothness to this wine that suggest a natural pairing with meat on the grill.",75.0
57280,"Here is a thick and succulent expression of Brunello di Montalcino with a generous and immediately friendly disposition. The wine is soft, smooth and satisfying with firm tannins and a full delivery of blackberry, cherry and spice.",70.0
57288,"This is a blockbuster Brunello that delivers pleasure and intensity on multiple levels. The aromas are deep and penetrating with an emphasis on cherry, forest berry, pressed violets, cola and balsam notes. The delivery is direct and generous and the mouthfeel boasts excellent length, density and persistency. The tannins are still tight. Wait a few more years to drink it.",
57292,"Cinelli Colombini's Prime Donne Brunello offers generous and succulent characteristics followed by integrated aromas of blackberry, ripe cherry, mesquite wood, exotic spice, tobacco and chocolate powder. The wine is smooth and rich with a slight hint of sweetness that translates into vanilla and coffee flavors on the close. Drink after 2014.",80.0
57293,"Executed in a plush modern style, this opulent Brunello offers tones of black chocolate, espresso, toast, cherry and leather. The wine's appearance is dense and dark and there's power and determination on the close. It's also slightly sweet and very succulent with enduring flavors of plump cherry. Drink after 2015.",48.0
57296,"Here's a plump, ripe and round Brunello with bright berry tones followed by mesquite wood, cedar, pipe tobacco and leather. All together, this is a full and generous wine with impressive longevity on the palate. Pair it with pork, lamb or beef.",60.0
57304,"Fine wood shavings and rich tones of vanilla and Indian spice distinguish this modern Brunello. You'll also recognize aromas of black cherry, leather, espresso and licorice that add pretty highlights to the wine's dense, velvety texture.",
57308,"Aromas of creamy coffee and chocolate-covered espresso bean slowly evolve into sweet cherry, vanilla and almond paste. This is an internationally styled wine with rich tones, deep extraction and gritty tannins.",
57310,"This Brunello offers attractive notes of mature fruit, leather, tobacco and spice backed by warm, earthy tones that are consistent with Sangiovese Grosso. The wine's structure is syrupy and thick: It definitely has the heft to pair with aged cheese or succulent steak.",
57327,"Here is a solid, well-made wine with New World aromas of cherry, blackberry jam, vanilla and chocolate-espresso fudge. The wine is intensely soft and plush in the mouth with long coffee-like flavors.",
57578,"Here's a beautifully evolved Brunello with notes of cherry, cola and spice backed by dark and penetrating notes of blackberry, plum and tar. This wine delivers thick, solid aromas and a bold, succulent style with smooth softness and intensity in the mouth. Very nice.",83.0
57584,"Here's another superstar Brunello Riserva from the excellent 2004 vintage. The aromas are rich and penetrating and recall cherry liqueur, cola, mesquite, cedar, wet earth and pressed violets. The wine's texture is streamlined and compact with polished tannins.",120.0
57585,"There's a polished mineral note here of lead pencil or graphite that gives this wine very direct and immediate appeal. At the back, you'll notice subtle tones of black fruit, plum, ripe cherry and spice. The wine is concentrated and dense with drying tannins at the close. This beautiful wine can age many more years.",55.0
57590,"Here is a rich and dense style of Brunello with bright berry tones and ripe cherry followed by cedar, cola and spice. The wine is rich and opulent in the mouth with great intensity, soft tannins and well integrated acidity. La Mannella really steps forward in terms of quality with this vintage.",55.0
